"","Indicateurs","ReLM","ReGLM","Random_Forest1","Random_Forest2","Random_Forest3","GB_RegTree1","GB_RegTree2"
"1","Average IB error","5.9741478266975e-16","1.35071368906306","0.269664991831877","0.292950975351345","-0.0129353744867632","0.00618606452917225","-0.0137676093442031"
"2","Sigma IB error (RMSE)","43.4063523237386","32.3204752291991","37.790999149736","37.7593269808167","37.7903014102121","39.0415095367866","38.803176583316"
"3","R-squared","0.520881962723402","0.73166717715905","0.636809232022274","0.63741438572313","0.636841092383849","0.61239520488106","0.617113107856732"
"4","Average OB error","0.511990923929015","0.675936200080317","0.511990923929015","0.515059682211123","0.245554985295119","0.45738901007842","0.439119573154365"
"5","Sigma OB error (RMSE)","36.7521138287041","44.1789430058396","36.7521138287041","36.768276714119","36.7244688429942","38.899947418763","38.7381903877638"
"6","temps calcul (h)","0","0.18870515551832","6.90925122307407","9.66554400834772","1.6601916447613","1.65799872133467","2.14877548191282"
